ID,Ref No , Methods,Scale,Crop,Country,Site(location),Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted ,Current Annual Precipitation  (mm) _point_coordinate,Future_Mid-point,Baseline_Mid-point,Time slice,Climate scenario,Scenario source,Local delta T ,Local delta T from 2005,Annual Precipitation change each study  (mm) , Annual Precipitation change  from 2005 (mm),Global delta T from pre-industrial period ,Global delta T from 2005,Projected yield (t/ha),Climate impacts (%),Climate impacts relative to 2005,Climate impacts per dC (%),Climate impacts per decade (%),CO2,CO2 ppm,Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others,Adaptation,Adaptation type,Reference,doi,Publication year,"Note1 
(* = corrected by HW) ","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )",Seasonal Precipitation change (mm) each study (local baseperiod),Base precipitation (annual) (mm) (local base period),Annual Preciptation change (%) (relative to local base),Base precipitation (seasonal) (mm) (local base period)
5006,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Bankura,Asia,23.3 ,87.1 ,27.7 ,27.7 ,1248 ,1248 ,2084,1975,EC,RCP4.5,CMIP5,2.80 ,2.03 ,,55.8 ,2.28 ,1.49 ,,14.67 ,10.63 ,5.24 ,1.35 ,Yes,531.9 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1400 ,,
5007,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Bankura,Asia,23.3 ,87.1 ,27.7 ,27.7 ,1248 ,1248 ,2024,1975,NF,RCP8.5,CMIP5,1.80 ,0.70 ,,-11.2 ,1.45 ,0.66 ,,11.33 ,4.39 ,6.30 ,2.31 ,Yes,428.2 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1400 ,,
5008,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Bankura,Asia,23.3 ,87.1 ,27.7 ,27.7 ,1248 ,1248 ,2054,1975,MC,RCP8.5,CMIP5,3.30 ,2.05 ,,61.2 ,2.50 ,1.71 ,,9.33 ,5.79 ,2.83 ,1.18 ,Yes,564.3 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1400 ,,
5009,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Bankura,Asia,23.3 ,87.1 ,27.7 ,27.7 ,1248 ,1248 ,2084,1975,EC,RCP8.5,CMIP5,5.70 ,4.13 ,,117.6 ,3.95 ,3.16 ,,0.67 ,0.48 ,0.12 ,0.06 ,Yes,792.4 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1400 ,,
5010,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Nadia,Asia,23.4 ,88.5 ,27.6 ,27.6 ,1514 ,1514 ,2054,1975,MC,RCP4.5,CMIP5,2.50 ,1.55 ,,28.8 ,1.25 ,0.46 ,,13.81 ,8.57 ,5.52 ,1.75 ,Yes,496.2 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1500 ,,
5011,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Nadia,Asia,23.4 ,88.5 ,27.6 ,27.6 ,1514 ,1514 ,2054,1975,MC,RCP4.5,CMIP5,2.50 ,1.55 ,,28.1 ,1.90 ,1.11 ,,13.81 ,8.57 ,5.52 ,1.75 ,Yes,496.2 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1500 ,,
5012,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Nadia,Asia,23.4 ,88.5 ,27.6 ,27.6 ,1514 ,1514 ,2084,1975,EC,RCP4.5,CMIP5,2.80 ,2.03 ,,69.1 ,2.28 ,1.49 ,,12.86 ,9.32 ,4.59 ,1.18 ,Yes,531.9 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1500 ,,
5013,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Nadia,Asia,23.4 ,88.5 ,27.6 ,27.6 ,1514 ,1514 ,2024,1975,NF,RCP8.5,CMIP5,1.80 ,0.70 ,,-1.8 ,1.45 ,0.66 ,,10.95 ,4.25 ,6.08 ,2.24 ,Yes,428.2 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1500 ,,
5014,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Nadia,Asia,23.4 ,88.5 ,27.6 ,27.6 ,1514 ,1514 ,2054,1975,MC,RCP8.5,CMIP5,3.30 ,2.05 ,,74.8 ,2.50 ,1.71 ,,8.57 ,5.32 ,2.60 ,1.08 ,Yes,564.3 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1500 ,,
5015,113,SCOPUS-NewSearch,Regional (Site-based),Rice,India,Nadia,Asia,23.4 ,88.5 ,27.6 ,27.6 ,1514 ,1514 ,2084,1975,EC,RCP8.5,CMIP5,5.70 ,4.13 ,,124.2 ,3.95 ,3.16 ,,3.33 ,2.42 ,0.58 ,0.31 ,Yes,792.4 ,No,No,No,No,Yes,No,No,Yes,Planting date,"Rajwade et al., 2018",10.1007/s42106-018-0021-3,2018,,,*,,,1500 ,,
5016,28,SCOPUS-NewSearch,Global,Rice,Global,,Global,,,,,,,2024,2010,NF,RCP4.5,CMIP5,,,,,2.00 ,1.21 ,,1.50 ,2.04 ,1.68 ,1.07 ,Yes,487.0 ,No,No,No,No,No,No,No,No,No,"Ruane et al., 2018",10.3354/cr01520,2018,,,*,,,,,
5017,114,SCOPUS-NewSearch,Regional,Rice,Benin,Agonlin,Africa,9.3 ,2.3 ,28.1 ,28.1 ,1167 ,1167 ,2070,2000,EC,RCP8.5,CMIP5,3.80 ,3.53 ,,79.8 ,3.12 ,2.33 ,,-13.00 ,-12.07 ,-3.42 ,-1.86 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5018,114,SCOPUS-NewSearch,Regional,Rice,Burkina Faso,Kadiogo,Africa,12.2 ,-1.6 ,28.9 ,28.9 ,765 ,765 ,2070,2000,EC,RCP8.5,CMIP5,4.40 ,4.09 ,,1.7 ,3.12 ,2.33 ,,-23.00 ,-21.36 ,-5.23 ,-3.29 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5019,114,SCOPUS-NewSearch,Regional,Rice,Cote D'lvoire,NA,Africa,7.5 ,-5.5 ,27.5 ,27.5 ,1241 ,1241 ,2070,2000,EC,RCP8.5,CMIP5,3.70 ,3.44 ,,85.4 ,3.12 ,2.33 ,,-13.00 ,-12.07 ,-3.51 ,-1.86 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5020,114,SCOPUS-NewSearch,Regional,Rice,Cameroon,Faro-et-Deo,Africa,7.4 ,12.4 ,22.7 ,22.7 ,1615 ,1615 ,2070,2000,EC,RCP8.5,CMIP5,5.05 ,4.69 ,,32.8 ,3.12 ,2.33 ,,-4.00 ,-3.71 ,-0.79 ,-0.57 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5021,114,SCOPUS-NewSearch,Regional,Rice,Ghana,NA,Africa,7.9 ,-1.0 ,28.2 ,28.2 ,1251 ,1251 ,2070,2000,EC,RCP8.5,CMIP5,3.80 ,3.53 ,,79.9 ,3.12 ,2.33 ,,-20.00 ,-18.57 ,-5.26 ,-2.86 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5022,114,SCOPUS-NewSearch,Regional,Rice,Gambia,NA,Africa,13.4 ,-15.3 ,28.8 ,28.8 ,915 ,915 ,2070,2000,EC,RCP8.5,CMIP5,3.10 ,2.88 ,,47.2 ,3.12 ,2.33 ,,-25.00 ,-23.21 ,-8.06 ,-3.57 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5023,114,SCOPUS-NewSearch,Regional,Rice,Mali,NA,Africa,17.6 ,-4.0 ,29.5 ,29.5 ,132 ,132 ,2070,2000,EC,RCP8.5,CMIP5,4.60 ,4.27 ,,-16.9 ,3.12 ,2.33 ,,-33.00 ,-30.64 ,-7.17 ,-4.71 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5024,114,SCOPUS-NewSearch,Regional,Rice,Mauritania,NA,Africa,21.0 ,-10.9 ,28.6 ,28.6 ,48 ,48 ,2070,2000,EC,RCP8.5,CMIP5,3.60 ,3.34 ,,10.4 ,3.12 ,2.33 ,,7.00 ,6.50 ,1.94 ,1.00 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5025,114,SCOPUS-NewSearch,Regional,Rice,Niger,NA,Africa,17.6 ,8.1 ,26.7 ,26.7 ,145 ,145 ,2070,2000,EC,RCP8.5,CMIP5,4.95 ,4.60 ,,-3.0 ,3.12 ,2.33 ,,-29.00 ,-26.93 ,-5.86 ,-4.14 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5026,114,SCOPUS-NewSearch,Regional,Rice,Nigeria,NA,Africa,9.1 ,8.7 ,24.9 ,24.9 ,1326 ,1326 ,2070,2000,EC,RCP8.5,CMIP5,3.95 ,3.67 ,,87.5 ,3.12 ,2.33 ,,-30.00 ,-27.86 ,-7.59 ,-4.29 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5027,114,SCOPUS-NewSearch,Regional,Rice,Senegal,NA,Africa,14.5 ,-14.5 ,29.7 ,29.7 ,692 ,692 ,2070,2000,EC,RCP8.5,CMIP5,3.25 ,3.02 ,,28.0 ,3.12 ,2.33 ,,4.00 ,3.71 ,1.23 ,0.57 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5028,114,SCOPUS-NewSearch,Regional,Rice,Egypt,NA,Africa,26.8 ,30.8 ,23.1 ,23.1 ,2 ,2 ,2070,2000,EC,RCP8.5,CMIP5,5.30 ,4.92 ,,3.9 ,3.12 ,2.33 ,,-19.00 ,-17.64 ,-3.58 ,-2.71 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5029,114,SCOPUS-NewSearch,Regional,Rice,Kenya,NA,Africa,0.0 ,37.9 ,22.3 ,22.3 ,1299 ,1299 ,2070,2000,EC,RCP8.5,CMIP5,3.70 ,3.44 ,,108.5 ,3.12 ,2.33 ,,-34.00 ,-31.57 ,-9.19 ,-4.86 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5030,114,SCOPUS-NewSearch,Regional,Rice,Madagascar,NA,Africa,-18.8 ,46.9 ,20.2 ,20.2 ,1437 ,1437 ,2070,2000,EC,RCP8.5,CMIP5,3.40 ,3.16 ,,73.8 ,3.12 ,2.33 ,,-13.00 ,-12.07 ,-3.82 ,-1.86 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5031,114,SCOPUS-NewSearch,Regional,Rice,Rwanda,NA,Africa,-1.9 ,29.9 ,18.0 ,18.0 ,1361 ,1361 ,2070,2000,EC,RCP8.5,CMIP5,4.75 ,4.41 ,,52.7 ,3.12 ,2.33 ,,-54.00 ,-50.14 ,-11.37 ,-7.71 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5032,114,SCOPUS-NewSearch,Regional,Rice,Tanzania,NA,Africa,-6.4 ,34.9 ,23.1 ,23.1 ,616 ,616 ,2070,2000,EC,RCP8.5,CMIP5,4.30 ,3.99 ,,4.1 ,3.12 ,2.33 ,,-37.00 ,-34.36 ,-8.60 ,-5.29 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5033,114,SCOPUS-NewSearch,Regional,Rice,Benin,Agonlin,Africa,9.3 ,2.3 ,28.1 ,28.1 ,1167 ,1167 ,2070,2000,EC,RCP8.5,CMIP5,3.80 ,3.53 ,,79.8 ,3.12 ,2.33 ,,-22.00 ,-20.43 ,-5.79 ,-3.14 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5034,114,SCOPUS-NewSearch,Regional,Rice,Burkina Faso,Kadiogo,Africa,12.2 ,-1.6 ,28.9 ,28.9 ,765 ,765 ,2070,2000,EC,RCP8.5,CMIP5,4.40 ,4.09 ,,1.7 ,3.12 ,2.33 ,,-34.00 ,-31.57 ,-7.73 ,-4.86 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5035,114,SCOPUS-NewSearch,Regional,Rice,Cote D'lvoire,NA,Africa,7.5 ,-5.5 ,27.5 ,27.5 ,1241 ,1241 ,2070,2000,EC,RCP8.5,CMIP5,3.70 ,3.44 ,,85.4 ,3.12 ,2.33 ,,-13.00 ,-12.07 ,-3.51 ,-1.86 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5036,114,SCOPUS-NewSearch,Regional,Rice,Ghana,NA,Africa,7.9 ,-1.0 ,28.2 ,28.2 ,1251 ,1251 ,2070,2000,EC,RCP8.5,CMIP5,3.80 ,3.53 ,,79.9 ,3.12 ,2.33 ,,-18.00 ,-16.71 ,-4.74 ,-2.57 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5037,114,SCOPUS-NewSearch,Regional,Rice,Gambia,NA,Africa,13.4 ,-15.3 ,28.8 ,28.8 ,915 ,915 ,2070,2000,EC,RCP8.5,CMIP5,3.10 ,2.88 ,,47.2 ,3.12 ,2.33 ,,28.00 ,26.00 ,9.03 ,4.00 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5038,114,SCOPUS-NewSearch,Regional,Rice,Mali,NA,Africa,17.6 ,-4.0 ,29.5 ,29.5 ,132 ,132 ,2070,2000,EC,RCP8.5,CMIP5,4.60 ,4.27 ,,-16.9 ,3.12 ,2.33 ,,10.00 ,9.29 ,2.17 ,1.43 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5039,114,SCOPUS-NewSearch,Regional,Rice,Nigeria,NA,Africa,9.1 ,8.7 ,24.9 ,24.9 ,1326 ,1326 ,2070,2000,EC,RCP8.5,CMIP5,3.95 ,3.67 ,,87.5 ,3.12 ,2.33 ,,-26.00 ,-24.14 ,-6.58 ,-3.71 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5040,114,SCOPUS-NewSearch,Regional,Rice,Ethiopia,Aneno,Africa,9.1 ,40.5 ,27.7 ,27.7 ,644 ,644 ,2070,2000,EC,RCP8.5,CMIP5,4.45 ,4.13 ,,10.0 ,3.12 ,2.33 ,,-39.00 ,-36.21 ,-8.76 ,-5.57 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5041,114,SCOPUS-NewSearch,Regional,Rice,Madagascar,NA,Africa,-18.8 ,46.9 ,20.2 ,20.2 ,1437 ,1437 ,2070,2000,EC,RCP8.5,CMIP5,3.40 ,3.16 ,,73.8 ,3.12 ,2.33 ,,-16.00 ,-14.86 ,-4.71 ,-2.29 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5042,114,SCOPUS-NewSearch,Regional,Rice,Tanzania,NA,Africa,-6.4 ,34.9 ,23.1 ,23.1 ,616 ,616 ,2070,2000,EC,RCP8.5,CMIP5,4.30 ,3.99 ,,4.1 ,3.12 ,2.33 ,,-23.00 ,-21.36 ,-5.35 ,-3.29 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5043,114,SCOPUS-NewSearch,Regional,Rice,Uganda,NA,Africa,1.4 ,32.3 ,24.7 ,24.7 ,1160 ,1160 ,2070,2000,EC,RCP8.5,CMIP5,4.30 ,3.99 ,,73.7 ,3.12 ,2.33 ,,-43.00 ,-39.93 ,-10.00 ,-6.14 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5044,114,SCOPUS-NewSearch,Regional,Rice,Zambia,NA,Africa,-13.1 ,27.8 ,22.6 ,22.6 ,1294 ,1294 ,2070,2000,EC,RCP8.5,CMIP5,5.05 ,4.69 ,,32.5 ,3.12 ,2.33 ,,-55.00 ,-51.07 ,-10.89 ,-7.86 ,Yes,677.1 ,No,No,No,No,No,No,No,No,No,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5045,114,SCOPUS-NewSearch,Regional,Rice,Benin,Agonlin,Africa,9.3 ,2.3 ,28.1 ,28.1 ,1167 ,1167 ,2070,2000,EC,RCP8.5,CMIP5,3.80 ,3.53 ,,79.8 ,3.12 ,2.33 ,,13.00 ,12.07 ,3.42 ,1.86 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5046,114,SCOPUS-NewSearch,Regional,Rice,Burkina Faso,Kadiogo,Africa,12.2 ,-1.6 ,28.9 ,28.9 ,765 ,765 ,2070,2000,EC,RCP8.5,CMIP5,4.40 ,4.09 ,,1.7 ,3.12 ,2.33 ,,7.00 ,6.50 ,1.59 ,1.00 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5047,114,SCOPUS-NewSearch,Regional,Rice,Cote D'lvoire,NA,Africa,7.5 ,-5.5 ,27.5 ,27.5 ,1241 ,1241 ,2070,2000,EC,RCP8.5,CMIP5,3.70 ,3.44 ,,85.4 ,3.12 ,2.33 ,,17.00 ,15.79 ,4.59 ,2.43 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5048,114,SCOPUS-NewSearch,Regional,Rice,Cameroon,Faro-et-Deo,Africa,7.4 ,12.4 ,22.7 ,22.7 ,1615 ,1615 ,2070,2000,EC,RCP8.5,CMIP5,5.05 ,4.69 ,,32.8 ,3.12 ,2.33 ,,14.00 ,13.00 ,2.77 ,2.00 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5049,114,SCOPUS-NewSearch,Regional,Rice,Ghana,NA,Africa,7.9 ,-1.0 ,28.2 ,28.2 ,1251 ,1251 ,2070,2000,EC,RCP8.5,CMIP5,3.80 ,3.53 ,,79.9 ,3.12 ,2.33 ,,13.00 ,12.07 ,3.42 ,1.86 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5050,114,SCOPUS-NewSearch,Regional,Rice,Gambia,NA,Africa,13.4 ,-15.3 ,28.8 ,28.8 ,915 ,915 ,2070,2000,EC,RCP8.5,CMIP5,3.10 ,2.88 ,,47.2 ,3.12 ,2.33 ,,6.00 ,5.57 ,1.94 ,0.86 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5051,114,SCOPUS-NewSearch,Regional,Rice,Mali,NA,Africa,17.6 ,-4.0 ,29.5 ,29.5 ,132 ,132 ,2070,2000,EC,RCP8.5,CMIP5,4.60 ,4.27 ,,-16.9 ,3.12 ,2.33 ,,-7.00 ,-6.50 ,-1.52 ,-1.00 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5052,114,SCOPUS-NewSearch,Regional,Rice,Mauritania,NA,Africa,21.0 ,-10.9 ,28.6 ,28.6 ,48 ,48 ,2070,2000,EC,RCP8.5,CMIP5,3.60 ,3.34 ,,10.4 ,3.12 ,2.33 ,,21.00 ,19.50 ,5.83 ,3.00 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5053,114,SCOPUS-NewSearch,Regional,Rice,Niger,NA,Africa,17.6 ,8.1 ,26.7 ,26.7 ,145 ,145 ,2070,2000,EC,RCP8.5,CMIP5,4.95 ,4.60 ,,-3.0 ,3.12 ,2.33 ,,-10.00 ,-9.29 ,-2.02 ,-1.43 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5054,114,SCOPUS-NewSearch,Regional,Rice,Nigeria,NA,Africa,9.1 ,8.7 ,24.9 ,24.9 ,1326 ,1326 ,2070,2000,EC,RCP8.5,CMIP5,3.95 ,3.67 ,,87.5 ,3.12 ,2.33 ,,6.00 ,5.57 ,1.52 ,0.86 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5055,114,SCOPUS-NewSearch,Regional,Rice,Senegal,NA,Africa,14.5 ,-14.5 ,29.7 ,29.7 ,692 ,692 ,2070,2000,EC,RCP8.5,CMIP5,3.25 ,3.02 ,,28.0 ,3.12 ,2.33 ,,18.00 ,16.71 ,5.54 ,2.57 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5056,114,SCOPUS-NewSearch,Regional,Rice,Egypt,NA,Africa,26.8 ,30.8 ,23.1 ,23.1 ,2 ,2 ,2070,2000,EC,RCP8.5,CMIP5,5.30 ,4.92 ,,3.9 ,3.12 ,2.33 ,,6.00 ,5.57 ,1.13 ,0.86 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5057,114,SCOPUS-NewSearch,Regional,Rice,Kenya,NA,Africa,0.0 ,37.9 ,22.3 ,22.3 ,1299 ,1299 ,2070,2000,EC,RCP8.5,CMIP5,3.70 ,3.44 ,,108.5 ,3.12 ,2.33 ,,28.00 ,26.00 ,7.57 ,4.00 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5058,114,SCOPUS-NewSearch,Regional,Rice,Madagascar,NA,Africa,-18.8 ,46.9 ,20.2 ,20.2 ,1437 ,1437 ,2070,2000,EC,RCP8.5,CMIP5,3.40 ,3.16 ,,73.8 ,3.12 ,2.33 ,,21.00 ,19.50 ,6.18 ,3.00 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5059,114,SCOPUS-NewSearch,Regional,Rice,Rwanda,NA,Africa,-1.9 ,29.9 ,18.0 ,18.0 ,1361 ,1361 ,2070,2000,EC,RCP8.5,CMIP5,4.75 ,4.41 ,,52.7 ,3.12 ,2.33 ,,32.00 ,29.71 ,6.74 ,4.57 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5060,114,SCOPUS-NewSearch,Regional,Rice,Tanzania,NA,Africa,-6.4 ,34.9 ,23.1 ,23.1 ,616 ,616 ,2070,2000,EC,RCP8.5,CMIP5,4.30 ,3.99 ,,4.1 ,3.12 ,2.33 ,,31.00 ,28.79 ,7.21 ,4.43 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5061,114,SCOPUS-NewSearch,Regional,Rice,Benin,Agonlin,Africa,9.3 ,2.3 ,28.1 ,28.1 ,1167 ,1167 ,2070,2000,EC,RCP8.5,CMIP5,3.80 ,3.53 ,,79.8 ,3.12 ,2.33 ,,13.00 ,12.07 ,3.42 ,1.86 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5062,114,SCOPUS-NewSearch,Regional,Rice,Burkina Faso,Kadiogo,Africa,12.2 ,-1.6 ,28.9 ,28.9 ,765 ,765 ,2070,2000,EC,RCP8.5,CMIP5,4.40 ,4.09 ,,1.7 ,3.12 ,2.33 ,,3.00 ,2.79 ,0.68 ,0.43 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5063,114,SCOPUS-NewSearch,Regional,Rice,Cote D'lvoire,NA,Africa,7.5 ,-5.5 ,27.5 ,27.5 ,1241 ,1241 ,2070,2000,EC,RCP8.5,CMIP5,3.70 ,3.44 ,,85.4 ,3.12 ,2.33 ,,11.00 ,10.21 ,2.97 ,1.57 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5064,114,SCOPUS-NewSearch,Regional,Rice,Ghana,NA,Africa,7.9 ,-1.0 ,28.2 ,28.2 ,1251 ,1251 ,2070,2000,EC,RCP8.5,CMIP5,3.80 ,3.53 ,,79.9 ,3.12 ,2.33 ,,11.00 ,10.21 ,2.89 ,1.57 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
5065,114,SCOPUS-NewSearch,Regional,Rice,Gambia,NA,Africa,13.4 ,-15.3 ,28.8 ,28.8 ,915 ,915 ,2070,2000,EC,RCP8.5,CMIP5,3.10 ,2.88 ,,47.2 ,3.12 ,2.33 ,,17.00 ,15.79 ,5.48 ,2.43 ,Yes,677.1 ,No,No,Yes,No,No,No,No,Yes,Cultivar,"van Oort et al., 2018",10.1111/gcb.13967,2018,,,*,,,,,
